Rank,College Name,Avg_Doc_DSS,Risk_Score,Rank_Score
1310,Karunya Institute of Technology and Sciences,69.33,37.94,53.64
1311,RVS College of Engineering and Technology,78.31,28.93,53.62
1312,NC College of Engineering,75.17,32.07,53.62
1313,CLG Institute of Engineering and Technology,64.97,42.23,53.6
1314,Symbiosis University of Applied Sciences,65.15,42.05,53.6
1315,Government Polytechnic,66.44,40.73,53.59
1316,Shri Rawatpura Sarkar Polytechnic,81.52,25.66,53.59
1317,Krishnasamy Memorial Polytechnic College,82.27,24.89,53.58
1318,Birla Institute of Technology,73.75,33.42,53.58
1319,Balasore School of Engineering,69.73,37.4,53.57
1320,Techno International New Town,72.35,34.78,53.57
1321,GH Raisoni College of Engineering and Management,69.0,38.13,53.56
1322,Narasu's Sarathy Institute of Technology,81.66,25.4,53.53
1323,Vandayar Engineering College,69.39,37.68,53.53
1324,Shri Ramdeobaba College of Engineering and Management,81.13,25.9,53.52
1325,Government Polytechnic College for Women,43.54,63.46,53.5
1326,ISL Engineering College,79.4,27.59,53.5
1327,Stella Mary's College of Engineering,71.84,35.1,53.47
1328,Aditya College of Engineering and Technology,68.08,38.87,53.47
1329,Vignesh Polytechnic College,75.19,31.76,53.47
1330,Government Polytechnic College,74.23,32.69,53.46
1331,Nagpur Institute of Technology,81.43,25.45,53.44
1332,PVP Polytechnic,77.79,29.1,53.44
1333,Tawi Engineering College,70.67,36.21,53.44
1334,Sambalpur University,61.94,44.94,53.44
1335,Asifia College of Engineering and Technology,76.54,30.31,53.43
1336,Seshasayee Institute of Technology,76.64,30.22,53.43
1337,PRS College of Engineering and Technology,78.77,28.1,53.43
1338,Sembodai Rukmani Varatharajan Engineering College,56.96,49.89,53.42
1339,Government Polytechnic,76.4,30.42,53.41
1340,Adarsh College of Engineering,80.55,26.26,53.41
1341,Vidya Rattan Polytechnic,79.41,27.42,53.41
1342,Chhatrapati Shivaji Polytechnic,53.33,53.47,53.4
1343,Government Polytechnic College,66.25,40.56,53.4
1344,Radharaman Engineering College,53.42,53.38,53.4
1345,Swami Vivekanand College of Engineering,68.29,38.52,53.4
1346,Indo Danish Tool Room,68.61,38.17,53.39
1347,Mother Theressa College of Engineering and Technology,80.07,26.71,53.39
1348,Indian Institute of Information Technology Design and Manufacturing Jabalpur,75.27,31.52,53.39
1349,School of Planning and Architecture Vijayawada,55.86,50.9,53.38
1350,Pratnam Rajendar Reddy Memorial College,73.12,33.63,53.37
1351,Durgapur Institute of Polytechnic,76.35,30.4,53.37
1352,Swami Vivekananda Polytechnic College,72.85,33.86,53.35
1353,Babaria Institute of Technology,78.0,28.69,53.35
1354,College of Engineering,74.62,32.05,53.33
1355,Pulla Reddy Institute of Technology,79.37,27.3,53.33
1356,Vidya Bhawan Polytechnic College,80.07,26.57,53.32
1357,Institute of Infrastructure Technology Research and Management,81.39,25.25,53.32
1358,SPIT Polytechnic,60.5,46.12,53.31
1359,Hindustan College of Engineering,67.73,38.89,53.31
1360,Ipcowala Institute of Engineering and Technology,80.24,26.37,53.31
1361,University College of Engineering,80.68,25.9,53.29
1362,St Joseph Polytechnic College,75.45,31.13,53.29
1363,Government Polytechnic,67.14,39.43,53.29
1364,Rajalakshmi Engineering College,60.35,46.2,53.28
1365,Bidhan Chandra Krishi Vishwavidyalaya,55.35,51.22,53.28
1366,Sobhasaria Group of Institutions,80.68,25.88,53.28
1367,ASK College of Technology and Management,70.1,36.45,53.27
1368,Meenaakshi Ramasamy Polytechnic College,79.38,27.13,53.26
1369,Kali Charan Nigam Institute of Technology,79.56,26.96,53.26
1370,Jagannath Institute for Technology and Management,72.34,34.15,53.24
1371,Government Polytechnic College,62.18,44.28,53.23
1372,YB Patil Polytechnic,79.19,27.25,53.22
1373,Smt Fulehra Smarak College of Polytechnic,77.88,28.56,53.22
1374,Sri Krishna Institute of Technology,79.25,27.16,53.21
1375,Aarupadai Veedu Institute of Technology,55.68,50.73,53.21
1376,Santhiram Engineering College,78.16,28.25,53.21
1377,Alpine College of Management and Technology,78.27,28.13,53.2
1378,Government Polytechnic,43.96,62.42,53.19
1379,Rajasthan Technical University,79.47,26.9,53.19
1380,Tirumala Engineering College,72.78,33.59,53.19
1381,Nehru College of Engineering and Research Centre,77.62,28.74,53.18
1382,Kanchan Polytechnic,60.48,45.86,53.17
1383,BSM College of Polytechnic,70.6,35.71,53.16
1384,Pydah College of Dairy and Food Technology,80.98,25.33,53.16
1385,Amritsar College of Engineering and Technology,77.06,29.26,53.16
1386,Berhampore Polytechnic College,81.74,24.56,53.15
1387,Avanthi's Research and Technological Academy,77.38,28.92,53.15
1388,CT Institute of Technology and Research,48.29,58.01,53.15
1389,Shaikh College of Engineering and Technology,80.43,25.88,53.15
1390,Raibag Polytechnic,79.06,27.24,53.15
1391,Ekalavya Institute of Technology,79.07,27.19,53.13
1392,Gyan Sagar College of Engineering,75.04,31.22,53.13
1393,NDMVP Samaj's Karmaveer Adv Baburao Ganpatrao Thakare College of Engineering,77.23,29.01,53.12
1394,DPG Institute of Technology and Management,73.51,32.69,53.1
1395,NGF College of Engineering and Technology,78.42,27.78,53.1
1396,Guru Gobind Singh Polytechnic College,58.94,47.24,53.09
1397,Government Polytechnic,42.63,63.55,53.09
1398,Central University of Kashmir,74.22,31.93,53.08
1399,St Martin's Engineering College,72.04,34.11,53.08
1400,Mansa Polytechnic,71.81,34.31,53.06
1401,Genba Sopanrao Moze College of Engineering,74.18,31.95,53.06
1402,Nehru Institute of Engineering and Technology,64.28,41.85,53.06
1403,Shri Ram Murti Smarak College of Engineering and Technology,76.18,29.94,53.06
1404,AKT Memorial College of Engineering and Technology,71.31,34.8,53.06
1405,Shree Guru Gobind Singh Tricentenary University,80.96,25.15,53.06
1406,Nibedita Institute of Technology,77.06,29.03,53.05
1407,Government Polytechnic,79.69,26.42,53.05
1408,Marathwada Institute of Technology,75.75,30.32,53.04
1409,Ojaswini Institute of Management and Technology,70.73,35.36,53.04
1410,Mohamed Sathak AJ College of Engineering,74.74,31.34,53.04
1411,Laxminarayan Institute of Technology,63.64,42.42,53.03
1412,GT Government Polytechnic College,76.49,29.57,53.03
1413,Adesh Institute of Technology,79.37,26.7,53.03
1414,Rohini College of Engineering and Technology,76.83,29.2,53.02
1415,SH Jondhale Polytechnic,80.05,25.98,53.02
1416,Government Engineering College,80.1,25.95,53.02
1417,Shri Someshwar Shikshan Prasarak Mandal,66.03,39.98,53.01
1418,Raja Kishore Chandra Academy of Technology,68.03,37.97,53.0
1419,Salem College of Engineering and Technology,78.21,27.76,52.99
1420,Jawaharlal Nehru Institute of Technology,71.28,34.7,52.99
1421,Rajiv Gandhi University of Knowledge Technologies,80.94,25.04,52.99
1422,Tura Polytechnic,77.19,28.75,52.97
1423,Carmel College of Engineering and Technology,77.29,28.59,52.94
1424,Ramco Institute of Technology,78.11,27.75,52.93
1425,Government Women's Polytechnic College,73.12,32.74,52.93
1426,SR Government Polytechnic College,57.24,48.59,52.92
1427,Aditya Institute of Technology and Management,59.5,46.3,52.9
1428,Annie Institute of Technology and Research Centre,79.65,26.16,52.9
1429,G Pulla Reddy Engineering College,76.2,29.6,52.9
1430,Sri Krishnadevaraya University College of Engineering and Technology,41.32,64.47,52.9
1431,Maharshi Dayanand University,54.53,51.25,52.89
1432,Dr Babasaheb Ambedkar College of Engineering and Research,75.68,30.1,52.89
1433,Government College of Engineering,53.22,52.54,52.88
1434,Ambedkar Institute of Advanced Communication Technologies and Research,63.53,42.2,52.87
1435,HKE Society's Polytechnic,79.74,26.01,52.87
1436,Jasdev Singh Sandhu Polytechnic College,55.19,50.53,52.86
1437,Jainee College of Engineering and Technology,71.76,33.97,52.86
1438,Shri Pandit Anna Patil College of Engineering,61.94,43.76,52.85
1439,Surya School of Planning and Engineering Management,71.26,34.43,52.85
1440,Girijabai Sail Institute of Technology,69.03,36.67,52.85
1441,Pt LR College of Technology Technical Campus,80.29,25.4,52.85
1442,VIIT College of Technology and Management,66.57,39.1,52.84
1443,BLM Institute of Technology and Management Sciences,78.1,27.53,52.82
1444,Don Bosco Institute of Technology,74.83,30.8,52.82
1445,RN College of Polytechnic,75.88,29.75,52.82
1446,Shankarrao Dhawad Polytechnic,52.28,53.32,52.8
1447,Sree Chaitanya Institute of Technological Sciences,79.77,25.84,52.8
1448,Christ College of Engineering,70.24,35.36,52.8
1449,Government Women's Polytechnic,63.17,42.42,52.8
1450,Guntupalli Venkateswarlu Memorial Polytechnic,78.93,26.66,52.79
1451,Pillai HOC College of Architecture,66.18,39.4,52.79
1452,Gudlavalleru Engineering College,76.77,28.79,52.78
1453,Datta Meghe Institute of Engineering Technology and Research,78.11,27.42,52.77
1454,Satyam Institute of Technology,77.75,27.79,52.77
1455,Dr BR Ambedkar Polytechnic College,57.23,48.3,52.76
1456,Himalayan Polytechnic,72.3,33.21,52.76
1457,Karpagam Institute of Technology,72.11,33.39,52.75
1458,Pt Ram Adhar J Tiwari College of Polytechnic,72.6,32.9,52.75
1459,SJ College Engineering and Technology,52.96,52.51,52.74
1460,International Centre of Excellence in Engineering and Management,69.79,35.66,52.72
1461,KMEA Engineering College,72.54,32.87,52.71
1462,School of Computer Science and Information Technology,73.78,31.63,52.71
1463,Government Polytechnic,55.68,49.75,52.71
1464,Al Kabir Polytechnic,67.22,38.19,52.71
1465,Vidya Prasarini Sabha's College of Engineering and Technology,78.58,26.83,52.7
1466,Government Polytechnic College,70.89,34.51,52.7
1467,GP Polytechnic College,57.45,47.95,52.7
1468,School of Management Sciences,72.86,32.53,52.69
1469,Dr Panjabrao Deshmukh Girls Polytechnic,75.85,29.53,52.69
1470,Sana Engineering College,78.05,27.31,52.68
1471,Saraswati Higher Education and Technical College of Polytechnic,53.97,51.39,52.68
1472,College of Fisheries Engineering,63.57,41.79,52.68
1473,Lingarajappa Engineering College,62.45,42.87,52.66
1474,Guru Gobind Singh Polytechnic College,40.63,64.68,52.66
1475,Aditya Institute of Technology,78.39,26.92,52.66
1476,Poornima College of Engineering,74.56,30.76,52.66
1477,Punjabi University,78.36,26.94,52.65
1478,Saheed Jageshwar Nagar Government Polytechnic College,72.57,32.73,52.65
1479,Smt Dharini Anilkumar Shukla Education Campus,77.99,27.3,52.65
1480,Balaji Institute of Engineering and Technology,76.09,29.14,52.62
1481,BNM Institute of Technology,68.28,36.97,52.62
1482,Budge Budge Institute of Technology,78.96,26.28,52.62
1483,Gulzar Group of Institutes,65.13,40.09,52.61
1484,Coimbatore Institute of Engineering and Technology,78.69,26.53,52.61
1485,City Institute of Technical Education,78.93,26.28,52.61
1486,Govindam Polytechnic College,79.86,25.36,52.61
1487,Shri Ram Group of Institutions Integrated Campus,79.17,26.03,52.6
1488,Rayat-Bahra College of Engineering and Nano Technology for Women,58.6,46.59,52.6
1489,Uday Prasad Uday Government Polytechnic,78.07,27.11,52.59
1490,Jnana Vikas Institute of Technology,78.68,26.48,52.58
1491,Hasmukh Goswami College of Engineering,68.56,36.6,52.58
1492,KSRM College of Engineering,58.25,46.92,52.58
1493,Archana College of Engineering,79.79,25.37,52.58
1494,Sri Andal Nachiyar Polytechnic College,78.12,27.02,52.57
1495,Baba Banda Singh Bahadur Polytechnic College,56.0,49.14,52.57
1496,PM Polytechnic,80.79,24.36,52.57
1497,Jind Polytechnic College,72.62,32.51,52.56
1498,Government Polytechnic,62.57,42.55,52.56
1499,Ves Ahinsa Polytechnic,77.87,27.24,52.55
1500,Ayyappa Polytechnic College,79.0,26.1,52.55
1501,Sai Ganapathi Engineering College,75.26,29.8,52.53
1502,Stallion College For Engineering and Technology,67.88,37.16,52.52
1503,Dr Bhausaheb Nandurkar College of Engineering and Technology,78.41,26.62,52.52
1504,Matha College of Technology,72.22,32.81,52.51
1505,Amity School of Engineering and Technology,73.0,31.99,52.5
1506,GMS MAVMM Polytechnic College,77.25,27.73,52.49
1507,Laxmipati Institute of Science and Technology,77.97,27.01,52.49
1508,Shri Pillappa College of Engineering,79.37,25.6,52.48
1509,Christ College of Engineering and Technology,80.09,24.85,52.47
1510,Nalanda College of Engineering,64.33,40.61,52.47
1511,Girijananda Chowdhury Institute of Management and Technology,76.73,28.22,52.47
1512,Durgapur Polytechnic College,74.38,30.51,52.44
1513,Narayana Engineering and Technical Campus,79.41,25.46,52.43
1514,Santiniketan Institute of Polytechnic,77.78,27.09,52.43
1515,Vigneshwara Polytechnic College,58.04,46.77,52.41
1516,Parala Maharaja Engineering College,71.41,33.4,52.41
1517,Jayamukhi Institute of Technological Sciences,75.74,29.08,52.41
1518,Apollo Engineering College,71.46,33.35,52.4
1519,Jayam College of Engineering and Technology,61.3,43.5,52.4
1520,Brahma Valley College of Technical Education,69.6,35.18,52.39
1521,Ambalika Institute of Management and Technology,55.21,49.54,52.38
1522,Paavai Polytechnic College,75.11,29.61,52.36
1523,Dr GS Melkote Rural Polytechnic,76.5,28.22,52.36
1524,Jain Polytechnic,72.62,32.08,52.35
1525,Ammaiappar Polytechnic College,78.52,26.15,52.34
1526,Dr SJS Paul Memorial College of Engineering and Technology,80.1,24.53,52.32
1527,Chandy College of Engineering,71.17,33.45,52.31
1528,Government Polytechnic,62.77,41.85,52.31
1529,Ramgarhia Polytechnic College,64.52,40.09,52.31
1530,St Thomas College of Engineering and Technology,72.51,32.1,52.3
1531,B K Birla Institute of Engineering and Technology,76.63,27.98,52.3
1532,Nagaland Tool Room and Training Centre,45.73,58.88,52.3
1533,The Neotia University,51.47,53.11,52.29
1534,PGP College of Engineering and Technology,53.99,50.58,52.28
1535,Avantika University,41.62,62.94,52.28
1536,AAR Mahaveer Engineering College,70.6,33.93,52.27
1537,Jyothi Engineering College,76.54,27.98,52.26
1538,College Name,57.57,46.96,52.26
1539,Sai School of Engineering and Technology,80.27,24.23,52.25
1540,School of Planning and Architecture Delhi,62.83,41.67,52.25
1541,Shivdan Singh Institute of Technology and Management,57.17,47.3,52.24
1542,GRG Polytechnic College,71.67,32.8,52.24
1543,Buddha Institute of Technology,79.1,25.37,52.24
1544,Geethanjali Institute of Science and Technology,71.57,32.9,52.23
1545,Ghousia Polytechnic For Women,78.09,26.36,52.23
1546,Kottayam Institute of Technology and Science,78.84,25.62,52.23
1547,Falakata Polytechnic,50.31,54.14,52.22
1548,Jodhpur Institute of Engineering and Technology,78.15,26.29,52.22
1549,LDC Institute of Technical Studies,73.58,30.83,52.21
1550,Sri Eshwar College of Engineering,77.74,26.68,52.21
1551,Late Babasaheb Phadtare Polytechnic College,69.58,34.84,52.21
1552,GV Acharya Polytechnic,79.68,24.72,52.2
1553,PT Lee Chengalvaraya Naicker College of Engineering and Technology,77.3,27.1,52.2
1554,Matu Ram Institute of Engineering and Management,74.64,29.73,52.18
1555,Gokaran Narvadeshwar Institute of Technology and Management,80.1,24.23,52.16
1556,Shreenivasa Engineering College,71.88,32.43,52.16
1557,Dwarkadas J Sanghvi College of Engineering,74.84,29.44,52.14
1558,Princeton College of Engineering and Technology,74.62,29.63,52.13
1559,Savitribai Phule Pune University,77.23,27.01,52.12
1560,Swathi Institute of Technology and Sciences,71.02,33.2,52.11
1561,AMC Engineering College,78.47,25.75,52.11
1562,Continental Institute of Engineering and Technology,72.46,31.77,52.11
1563,HR Institute of Engineering and Technology,64.27,39.95,52.11
1564,Shaheed Virendra Singh Sirohi Institute of Technology,69.55,34.67,52.11
1565,Albertian Institute of Science and Technology- Technical Campus,72.4,31.83,52.11
1566,Aurora's Engineering College,58.37,45.84,52.1
1567,Sun Engineering College,78.06,26.14,52.1
1568,Gulzar College of Engineering,76.92,27.28,52.1
1569,Annamalai University,62.73,41.47,52.1
1570,Guru Brahmanand Ji Government Polytechnic,75.77,28.43,52.1
1571,Avanthi Institute of Engineering and Technology,75.07,29.11,52.09
1572,Tezpur University,70.58,33.58,52.08
1573,Keonjhar School of Engineering,77.36,26.8,52.08
1574,Ramya Sathianathan Polytechnic College,74.0,30.15,52.07
1575,Vetri Vinayaha College of Engineering and Technology,74.55,29.6,52.07
1576,Centurion University of Technology and Management,71.06,33.07,52.06
1577,KLS Institute of Engineering and Technology,54.63,49.48,52.05
1578,Indian Institute of Carpet Technology,67.88,36.22,52.05
1579,Lord Ayyappa Institute of Engineering and Technology,79.96,24.14,52.05
1580,KTVR Knowledge Park for Engineering and Technology,76.32,27.79,52.05
1581,ShriRam College of Engineering and Management,71.04,33.05,52.04
1582,Holy Institute of Technology,54.11,49.97,52.04
1583,Miracle Educational Society Group of Institutions,49.99,54.08,52.03
1584,Lumbini Group of Institutions,68.76,35.29,52.03
1585,Purvanchal Institute of Architecture and Design,59.34,44.72,52.03
1586,Vidhyadeep Institute of Engineering and Technology,70.66,33.39,52.02
1587,Shri Jeet Ram Smarak Institute of Engineering and Technology,80.0,24.03,52.02
1588,Vivekananda Polytechnic College,78.41,25.6,52.01
1589,Jamia Polytechnic,79.84,24.18,52.01
1590,Government Polytechnic,60.17,43.84,52.0
1591,Nancy Polytechnic,56.58,47.42,52.0
1592,Maulana Azad National Urdu University,45.92,58.04,51.98
